#bpm=128
2,1875,937,2
1,3281,0,1
2,3515,469,2
1,4453,0,1
1,5156,0,1
1,5390,0,2
2,5625,937,1
1,7031,0,2
2,7265,469,1
1,8203,0,2
1,8906,0,2
2,9375,703,1
1,10546,0,2
1,10781,0,2
1,11015,0,2
2,11250,468,1
1,11953,0,2
1,12656,0,2
1,13125,0,1
1,13593,0,1
1,13828,0,1
1,14531,0,2
1,14765,0,2
1,15234,0,2
1,15468,0,1
1,15703,0,2
1,15937,0,1
1,16171,0,2
1,16289,0,2
1,16406,0,1
1,16523,0,1
1,16640,0,2
1,16757,0,2
1,16875,0,3
1,17226,0,2
1,17343,0,1
1,17578,0,2
1,17812,0,1
1,18281,0,1
1,18515,0,2
1,18632,0,2
1,18750,0,1
1,19101,0,2
1,19218,0,1
1,19453,0,2
1,19687,0,1
1,20156,0,1
1,20390,0,2
1,20507,0,2
1,20625,0,3
1,21093,0,1
1,21328,0,2
1,21562,0,1
1,22031,0,3
1,22500,0,1
1,22734,0,2
1,22851,0,2
1,22968,0,1
1,23085,0,1
1,23203,0,2
1,23437,0,1
1,23554,0,1
1,23671,0,2
1,23789,0,1
1,23906,0,2
1,24140,0,1
1,24257,0,2
1,24375,0,3
1,24726,0,2
1,24843,0,1
1,25078,0,2
1,25312,0,1
1,25546,0,2
1,25781,0,3
1,26015,0,2
1,26250,0,3
1,26601,0,2
1,26718,0,1
1,26953,0,2
1,27187,0,3
1,27656,0,1
1,27890,0,2
1,28125,0,3
1,28593,0,1
1,28828,0,2
1,29062,0,1
1,29296,0,2
1,29531,0,1
1,29648,0,2
1,30000,0,3
3,30703,0,4
1,31875,0,1
1,32343,0,2
1,32812,0,2
1,33281,0,2
1,33750,0,1
1,33984,0,2
1,34453,0,2
1,34921,0,2
1,35156,0,1
1,35625,0,1
1,36093,0,2
1,36562,0,2
1,37031,0,2
1,37500,0,1
1,37734,0,2
1,38203,0,1
1,38671,0,2
1,38906,0,2
1,39375,0,1
1,39843,0,2
1,40312,0,1
1,40781,0,2
1,41015,0,2
1,41250,0,2
1,41601,0,1
1,41953,0,2
1,42187,0,1
1,42421,0,1
1,42656,0,2
1,42890,0,2
1,43125,0,3
1,43828,0,2
1,44531,0,2
1,44765,0,1
1,45000,0,1
1,45234,0,2
1,45468,0,2
1,45703,0,1
1,45937,0,2
1,46054,0,2
1,46171,0,1
1,46289,0,2
1,46523,0,1
1,46640,0,2
1,46757,0,1
1,46875,0,1
1,47109,0,2
1,47343,0,2
1,47578,0,1
