#bpm=123
1,3902,0,2
1,7804,0,2
1,9512,0,1
2,11707,3414,2
1,15609,0,2
1,16341,0,1
2,17317,1463,1
1,18292,0,2
1,19512,0,1
1,19634,0,1
1,19756,0,1
1,19878,0,1
1,20000,0,2
1,21219,0,1
1,21341,0,1
1,21463,0,2
1,21829,0,2
1,22195,0,2
1,22560,0,2
1,23414,0,2
1,23536,0,2
1,23658,0,1
1,23780,0,1
1,25121,0,2
1,25243,0,2
1,25365,0,1
1,25731,0,2
1,25975,0,2
1,26219,0,2
1,26341,0,1
1,26463,0,1
1,26707,0,2
1,26951,0,2
2,27195,3292,2
1,28292,0,1
1,28658,0,1
1,29024,0,1
1,29390,0,1
1,30853,0,1
1,30975,0,1
1,31097,0,2
1,31219,0,2
1,32439,0,2
1,32926,0,2
1,33292,0,2
1,34146,0,1
1,34512,0,1
1,34878,0,1
2,35243,5732,1
1,37317,0,2
1,37682,0,2
1,38048,0,2
1,38414,0,2
1,38780,0,2
1,39024,0,1
1,39146,0,2
1,39512,0,3
1,39878,0,2
1,40000,0,1
1,40243,0,2
1,40487,0,1
1,40609,0,2
1,41341,0,2
1,41707,0,2
1,42073,0,2
1,42439,0,2
1,42682,0,2
