#bpm=120
1,26000,0,1
1,28000,0,1
1,30000,0,1
1,32000,0,1
1,42000,0,2
1,44000,0,2
1,46000,0,2
1,48000,0,2
1,58000,0,3
1,60000,0,3
1,62000,0,3
1,64000,0,3
2,82000,1500,1
2,86000,1500,1
2,90000,1500,1
2,94000,1500,1
2,98000,1500,2
2,102000,1500,2
2,106000,1500,2
2,110000,1500,2
3,124000,0,7
3,128000,0,7
3,132000,0,7
3,136000,0,7
5,156000,1500,0
5,160000,1500,0
5,164000,1500,0
5,168000,1500,0
1,176000,0,1
1,178000,0,1
1,180000,0,2
1,182000,0,2
1,184000,0,3
1,186000,0,3
3,188000,0,4
3,190000,0,4
3,192000,0,4
3,194000,0,4
5,196000,1500,0
5,200000,1500,0
